縣市代碼,縣市名稱,學校代碼,學校名稱,班級數7年級,班級數8年級,班級數9年級,學生數7年級男,學生數7年級女,學生數8年級男,學生數8年級女,學生數9年級男,學生數9年級女,上學年男畢業生,上學年女畢業生,男專任教師,女專任教師,男職員,女職員,lat,lng
1,新北市,14561,市立三和國中,24,29,28,323,335,393,372,362,382,333,348,53,133,2,12,25.0763471,121.4867892
1,新北市,14565,市立尖山國中,5,5,5,64,38,73,48,63,57,66,57,11,28,0,6,24.9436969,121.3421559
1,新北市,14566,市立正德國中,19,20,19,245,265,257,267,298,244,272,248,40,101,1,11,25.1787337,121.4470473
1,新北市,14567,市立安溪國中,9,9,8,110,86,115,93,107,108,97,111,22,49,3,6,24.9266425,121.3728213
1,新北市,14569,市立育林國中,10,11,10,114,120,149,129,123,114,141,128,33,43,1,8,24.98532,121.415128
1,新北市,14570,市立青山國中(小),6,6,6,72,81,90,67,86,73,67,62,11,35,1,9,25.0611597,121.65666
1,新北市,14571,市立崇林國中,15,15,15,198,189,215,211,208,189,182,183,27,83,1,9,25.0684112,121.3701667
1,新北市,14572,市立二重國中,7,7,10,84,69,100,68,111,78,132,98,22,39,1,8,25.0658422,121.4800173
1,新北市,14573,市立大觀國中,12,13,12,133,161,168,152,148,146,130,133,23,67,1,7,25.0111472,121.4487222
1,新北市,14574,市立三多國中,11,11,12,137,130,157,127,165,142,156,129,33,52,4,6,25.0063705,121.4146724
1,新北市,14575,市立忠孝國中,11,10,10,130,86,119,122,123,115,124,96,25,53,1,7,25.051247,121.5082165
1,新北市,14576,市立鷺江國中,20,22,21,269,264,289,304,286,306,264,245,37,119,2,8,25.0903474,121.4620767
1,新北市,14577,市立桃子腳國中(小),7,7,7,116,86,117,94,116,98,107,117,11,42,0,11,24.948918,121.382898
1,新北市,14579,市立佳林國中,10,9,9,143,116,138,103,127,107,107,98,25,45,2,6,25.0813656,121.3845099
1,新北市,14580,市立達觀國中(小),10,10,10,132,101,130,107,151,118,119,138,24,51,3,6,24.9536053,121.5000233
2,宜蘭縣,21301,私立慧燈高中附設國中部,7,8,9,179,104,201,105,202,120,214,118,0,0,0,0,24.777028,121.7155386
2,宜蘭縣,21310,私立中道高中附設國中部,3,3,3,75,34,54,34,42,34,55,30,0,0,0,0,24.7597787,121.7937987
2,宜蘭縣,24322,縣立南澳高中附設國中部,3,3,3,21,14,20,27,32,26,31,23,0,0,0,0,24.465902,121.801868
2,宜蘭縣,24325,縣立慈心華德福教育實驗高中附設國中,4,4,3,47,57,49,37,38,36,40,35,0,0,0,0,24.6268113,121.795708
2,宜蘭縣,24501,縣立宜蘭國中,6,6,6,77,88,64,74,70,73,95,99,18,31,1,7,24.7619679,121.7585067
2,宜蘭縣,24502,縣立中華國中,13,11,12,184,154,148,146,178,154,177,140,25,62,1,8,24.7492271,121.7675113
2,宜蘭縣,24503,縣立復興國中,17,15,14,237,205,198,215,182,189,201,227,39,81,4,8,24.7490995,121.7468602
2,宜蘭縣,24504,縣立羅東國中,21,18,20,255,278,258,244,258,255,246,227,47,99,1,12,24.6718092,121.7674792
2,宜蘭縣,24505,縣立東光國中,7,7,7,94,88,94,93,94,95,96,118,22,35,2,6,24.6718092,121.7674792
2,宜蘭縣,24506,縣立國華國中,14,13,13,180,172,181,173,182,179,183,207,39,64,3,9,24.6778835,121.7615085
2,宜蘭縣,24507,縣立頭城國中,8,7,6,80,78,78,87,95,70,88,84,27,26,3,5,24.864216,121.8213207
2,宜蘭縣,24508,縣立蘇澳國中,5,4,3,39,39,42,35,35,35,48,46,20,14,3,4,24.595725,121.835978
2,宜蘭縣,24509,縣立文化國中,6,6,6,86,60,80,76,76,72,95,71,22,24,1,7,24.618119,121.833191
2,宜蘭縣,24510,縣立南安國中,2,1,1,9,16,10,12,9,14,13,17,9,4,2,1,24.5760282,121.8690009
2,宜蘭縣,24511,縣立三星國中,4,4,5,50,36,50,33,69,49,46,38,17,19,2,5,24.6677268,121.6539348
2,宜蘭縣,24512,縣立礁溪國中,5,5,6,58,48,60,64,68,65,60,54,13,31,3,5,24.8171752,121.7673427
2,宜蘭縣,24513,縣立吳沙國中,3,3,3,29,15,26,15,21,27,31,30,13,11,0,7,24.785434,121.759985
2,宜蘭縣,24514,縣立冬山國中,4,4,5,44,46,44,49,64,43,54,63,14,21,3,5,24.6318151,121.7912871
2,宜蘭縣,24515,縣立順安國中,4,3,3,35,48,39,32,33,20,49,47,9,18,1,6,24.6547852,121.765753
2,宜蘭縣,24516,縣立五結國中,4,3,4,44,28,33,35,53,31,42,38,12,19,2,5,24.69717,121.80033
2,宜蘭縣,24517,縣立興中國中,2,2,2,21,13,20,18,15,19,18,16,5,12,0,3,24.698913,121.7708718
2,宜蘭縣,24518,縣立利澤國中,2,2,3,25,18,34,20,28,29,26,27,10,10,1,4,24.6658633,121.828673
2,宜蘭縣,24519,縣立員山國中,4,4,5,32,38,38,46,42,45,49,39,14,22,1,7,24.7503023,121.714608
2,宜蘭縣,24520,縣立內城國中(小),2,2,2,24,9,15,13,16,15,26,21,7,10,1,7,24.7188831,121.6875013
2,宜蘭縣,24521,縣立壯圍國中,4,5,5,50,48,60,45,60,54,59,56,11,28,3,5,24.7487231,121.7884569
2,宜蘭縣,24523,縣立大同國中,1,1,1,5,9,5,10,7,10,6,15,10,4,1,2,22.678426,120.477654
2,宜蘭縣,24524,縣立凱旋國中,6,6,6,86,81,77,69,70,89,70,57,12,34,1,7,24.7260003,121.7573169
2,宜蘭縣,24526,縣立人文國中(小),1,2,2,10,3,16,11,6,12,11,8,9,5,0,0,24.8599032,121.8197845
3,桃園市,31301,私立桃園市漢英高中附設國中部,0,1,1,0,0,7,0,7,4,5,7,0,0,0,0,24.8481652,121.2453306
3,桃園市,31310,私立六和高中附設國中部,11,11,11,277,235,263,236,251,225,271,203,0,0,0,0,24.9453453,121.1858942
3,桃園市,31311,私立復旦高中附設國中部,12,12,12,306,259,322,243,316,248,321,245,0,0,0,0,24.948372,121.203082
3,桃園市,31312,私立治平高中附設國中部,8,8,8,196,161,186,138,212,143,189,165,0,0,0,0,24.9158677,121.1886835
3,桃園市,31313,私立振聲高中附設國中部,9,9,9,202,230,230,202,210,222,236,191,0,0,0,0,24.9905152,121.3022615
3,桃園市,31319,私立清華高中附設國中部,1,1,1,3,5,14,3,6,8,6,4,0,0,0,0,24.9816339,121.1083826
3,桃園市,31320,私立新興高中附設國中部,8,8,8,173,161,169,169,177,144,170,160,0,0,0,0,24.975174,121.271855
3,桃園市,31326,私立大華高中附設國中部,5,5,5,120,108,100,82,107,60,110,75,0,0,0,0,24.882732,121.1744393
3,桃園市,31502,私立有得國中(小),3,3,3,43,34,49,42,42,35,44,32,10,11,5,7,24.98035,121.251597
3,桃園市,31503,私立康萊爾國中(小),1,1,1,12,18,10,9,21,5,11,16,4,4,0,2,24.999609,121.2966179
3,桃園市,34332,市立觀音高中附設國中部,8,8,9,111,113,109,109,107,117,102,106,0,0,0,0,25.0147432,121.1327739
3,桃園市,34335,市立新屋高中附設國中部,10,10,9,130,116,121,119,130,113,139,99,0,0,0,0,24.970544,121.1017254
3,桃園市,34347,市立永豐高中附設國中部,13,13,13,154,170,167,183,186,184,190,161,0,0,0,0,24.9749709,121.2701299
3,桃園市,34348,市立羅浮高中附設國中,3,4,3,27,26,24,20,21,32,0,0,0,0,0,0,24.9936281,121.3009798
3,桃園市,34501,市立桃園國中,16,17,14,201,195,233,194,179,200,260,219,37,93,2,12,24.995649,121.304931
3,桃園市,34502,市立青溪國中,17,16,16,256,225,262,190,230,218,251,210,39,87,0,14,24.997168,121.319889
3,桃園市,34503,市立文昌國中,14,14,14,212,187,207,158,217,175,197,161,35,80,2,10,25.0103959,121.307982
3,桃園市,34504,市立建國國中,23,24,24,355,312,387,306,330,324,341,311,60,128,2,14,24.9788939,121.3062558
3,桃園市,34505,市立中興國中,19,20,20,249,254,288,264,279,295,296,301,44,108,3,10,24.9963811,121.2908267
3,桃園市,34506,市立南崁國中,19,22,20,236,268,281,263,289,235,256,262,56,101,3,11,25.0547524,121.298237
3,桃園市,34507,市立山腳國中,4,5,5,61,51,50,59,66,46,69,56,18,18,1,6,25.088127,121.278728
3,桃園市,34508,市立大竹國中,11,13,13,175,142,194,175,193,163,160,176,23,72,2,9,25.0229601,121.2584651
6,臺中市,64532,市立成功國中,17,18,20,226,235,244,221,275,252,246,232,35,100,2,10,24.0940491,120.6992732
12,高雄市,124545,市立大灣國中,11,12,12,134,143,159,147,157,166,141,166,25,65,2,8,22.6764708,120.3421251
12,高雄市,124546,市立嘉興國中,3,3,3,32,41,33,26,28,31,30,32,9,19,2,4,22.8156734,120.3121654
12,高雄市,124547,市立茂林國中,1,1,1,4,2,7,5,3,5,6,2,4,6,0,4,22.8849452,120.6639377
12,高雄市,124548,市立桃源國中,2,2,2,6,10,6,11,8,12,10,8,12,5,0,4,25.1347115,121.477338
12,高雄市,124549,市立中崙國中,2,2,2,20,17,21,21,33,24,20,25,7,11,1,5,25.0487115,121.5611909
12,高雄市,124550,市立鳳翔國中,7,7,7,120,125,122,123,124,118,130,109,20,35,0,7,22.5971332,120.3480765
13,屏東縣,131302,私立崇華高中附設國中,1,1,1,11,12,6,7,10,9,16,11,0,0,0,0,22.6805486,120.5471813
13,屏東縣,131308,私立陸興高中附設國中部,2,2,2,47,31,35,27,42,23,42,40,0,0,0,0,22.674615,120.5005095
13,屏東縣,131311,私立美和高中附設國中部,5,6,5,102,108,132,113,114,85,127,78,0,0,0,0,22.6006765,120.5600266
13,屏東縣,131501,私立南榮國中(代用),11,11,11,209,215,211,217,189,201,221,198,27,42,3,8,22.5133707,120.5182968
13,屏東縣,134304,縣立大同高中附設國中部,9,9,9,101,111,111,122,120,124,116,163,0,0,0,0,22.678426,120.477654
13,屏東縣,134321,縣立枋寮高中附設國中部,8,10,10,91,69,93,94,108,101,91,111,0,0,0,0,22.3706155,120.5903571
13,屏東縣,134324,縣立東港高中附設國中部,14,14,19,209,200,204,204,206,249,259,233,0,0,0,0,22.4648761,120.4553517
13,屏東縣,134334,縣立來義中學附設國中部,3,3,3,38,28,35,20,41,24,33,30,0,0,0,0,22.52572,120.6296972
13,屏東縣,134501,縣立明正國中,21,21,24,288,324,326,290,318,344,298,311,56,100,3,10,22.6795669,120.4976171
13,屏東縣,134502,縣立中正國中,18,18,19,267,242,240,247,247,240,273,264,44,95,1,12,22.6720999,120.5086289
13,屏東縣,134503,縣立公正國中,3,5,4,44,29,48,50,59,40,61,37,10,24,0,7,22.6407893,120.4842587
13,屏東縣,134505,縣立鶴聲國中,7,7,9,107,73,115,74,111,95,113,69,21,33,1,8,22.6588033,120.4723409
13,屏東縣,134506,縣立至正國中,6,6,8,87,56,85,72,123,101,96,93,19,36,1,6,22.6911414,120.4936102
13,屏東縣,134507,縣立長治國中,4,4,5,32,36,42,38,50,26,46,34,12,21,0,5,22.6935377,120.5442428
13,屏東縣,134508,縣立麟洛國中,3,2,3,34,14,24,11,35,20,53,27,7,18,2,3,22.6407066,120.5360571
13,屏東縣,134509,縣立九如國中,6,6,5,70,60,85,66,82,61,77,71,23,23,3,4,22.717214,120.486393
13,屏東縣,134510,縣立里港國中,7,7,8,87,96,98,85,97,88,109,108,19,39,3,5,22.7709889,120.4962283
13,屏東縣,134511,縣立鹽埔國中,5,5,4,55,55,61,58,50,50,61,57,16,25,2,5,22.7531256,120.574506
13,屏東縣,134512,縣立高樹國中,3,3,5,32,38,46,39,48,50,48,59,10,22,2,3,22.816889,120.603629
13,屏東縣,134513,縣立高泰國中,2,3,3,28,21,31,26,39,26,34,25,13,12,0,4,22.7920273,120.6121605
13,屏東縣,134514,縣立內埔國中,5,6,7,59,58,79,72,75,66,85,80,20,28,1,7,22.6109593,120.5702291
13,屏東縣,134515,縣立崇文國中,4,5,4,50,38,41,59,48,58,57,51,17,21,1,6,22.6786086,120.6012856
13,屏東縣,134516,縣立竹田國中,2,2,2,26,31,28,19,23,30,39,31,4,14,0,4,22.6166543,120.5237999
13,屏東縣,134517,縣立潮州國中,8,10,10,115,97,132,135,134,128,122,118,30,44,1,6,22.553934,120.542915
13,屏東縣,134518,縣立光春國中,4,4,5,32,28,49,31,49,39,56,38,18,30,2,5,22.534405,120.540685
13,屏東縣,134519,縣立萬巒國中,4,5,6,45,46,65,51,68,54,70,66,14,25,3,4,22.571429,120.574788
13,屏東縣,134520,縣立新埤國中,1,1,1,5,3,3,4,3,6,10,0,4,7,0,3,22.483995,120.565311
13,屏東縣,134522,縣立萬丹國中,7,8,8,82,94,100,87,133,108,133,98,21,40,2,6,22.596841,120.4884536
13,屏東縣,134523,縣立新園國中,7,5,6,83,61,63,58,75,81,74,82,17,35,2,4,22.5452661,120.4613993
13,屏東縣,134525,縣立林邊國中,6,5,6,86,72,78,68,65,78,83,68,21,27,3,4,22.4328734,120.5100836
13,屏東縣,134526,縣立南州國中,2,2,2,25,22,17,21,24,25,29,24,10,12,1,3,22.4875174,120.5045682
13,屏東縣,134527,縣立佳冬國中,2,2,3,26,11,30,13,34,33,22,24,10,15,0,5,22.4288311,120.5667866
13,屏東縣,134528,縣立琉球國中,3,3,3,40,21,36,33,36,30,39,32,14,14,1,4,22.3362422,120.3684322
13,屏東縣,134530,縣立車城國中,3,3,4,26,40,36,43,50,44,48,47,15,15,2,3,22.0726638,120.7163793
13,屏東縣,134531,縣立恆春國中,9,8,9,115,105,130,106,114,121,158,120,32,44,0,8,22.0015314,120.7479462
13,屏東縣,134532,縣立滿州國中,1,2,1,12,11,18,15,9,12,11,23,9,6,2,1,22.0238789,120.8396558
13,屏東縣,134533,縣立瑪家國中,3,3,3,33,21,35,14,35,27,27,21,7,15,1,4,22.7023221,120.6094961
13,屏東縣,134535,縣立泰武國中,2,2,2,26,16,17,15,26,20,24,18,12,6,0,4,22.591822,120.6328161
13,屏東縣,134536,縣立牡丹國中,1,1,1,9,9,10,10,13,10,14,10,7,5,1,3,22.1288301,120.775646
13,屏東縣,134537,縣立獅子國中,1,1,1,9,5,4,7,14,9,16,7,5,7,1,3,22.2049857,120.7006841
13,屏東縣,134538,縣立東新國中,4,4,5,47,47,48,36,69,55,63,47,13,23,0,8,22.4737156,120.464926
13,屏東縣,134542,縣立萬新國中,5,6,6,44,58,72,61,76,58,76,58,20,24,1,6,22.5621638,120.492264
13,屏東縣,134543,縣立大路關國中(小),0,1,1,0,0,3,3,4,6,6,4,3,5,0,2,22.7391341,120.6204884
14,臺東縣,140301,國立臺東大學附屬體育高級中學,4,4,4,45,22,52,15,42,19,40,20,0,0,0,0,22.7644294,121.075238
14,臺東縣,141301,私立均一高中附設國中部,2,2,2,24,26,25,20,19,25,27,23,0,0,0,0,22.7703313,121.1261014
14,臺東縣,141307,私立育仁高中附設國中部,1,1,1,21,7,11,12,6,13,13,9,0,0,0,0,22.77419,121.092785
12,高雄市,124543,市立青年國中,16,15,15,235,236,259,169,240,191,217,233,31,85,1,14,22.6307783,120.3493223
12,高雄市,124544,市立一甲國中,6,5,5,59,40,51,46,54,53,57,64,19,26,2,6,22.8683765,120.2723655
14,臺東縣,144502,縣立東海國中,8,9,10,128,104,103,117,125,124,132,137,21,51,4,7,22.7454351,121.1495917
14,臺東縣,144503,縣立寶桑國中,5,5,5,55,64,49,46,61,53,66,55,16,27,3,6,22.7695545,121.1449035
14,臺東縣,144504,縣立卑南國中,4,4,5,56,44,39,45,60,41,46,46,11,30,2,5,22.788454,121.111934
14,臺東縣,144508,縣立鹿野國中,1,1,2,16,7,9,15,10,20,15,17,7,9,2,3,22.9069333,121.1351612
14,臺東縣,144509,縣立瑞源國中,1,1,1,7,2,9,4,6,4,6,6,5,7,0,3,22.9738564,121.1556553
14,臺東縣,144510,縣立關山國中,4,4,5,45,52,51,49,52,61,49,57,16,21,4,5,23.0451181,121.159828
14,臺東縣,144511,縣立池上國中,2,3,3,27,12,23,40,29,28,35,19,13,15,0,6,23.1148377,121.204932
14,臺東縣,144512,縣立大王國中,2,4,3,20,15,39,27,37,24,46,30,14,11,2,4,22.6154435,121.0066205
14,臺東縣,144513,縣立賓茂國中,2,2,2,15,6,18,11,18,9,27,11,11,11,1,2,22.5327778,120.9666667
14,臺東縣,144514,縣立大武國中,2,4,3,13,25,38,30,32,27,40,38,14,14,4,4,22.364649,120.907678
14,臺東縣,144515,縣立都蘭國中,1,2,1,9,10,16,14,15,13,15,22,6,11,1,3,22.8739349,121.2245649
14,臺東縣,144516,縣立泰源國中,2,2,2,21,4,24,5,13,14,21,10,10,13,4,1,23.001521,121.289998
14,臺東縣,144517,縣立新港國中,4,3,4,32,39,29,49,33,55,41,37,12,22,2,6,23.5578448,120.3431122
14,臺東縣,144518,縣立長濱國中,1,2,2,11,14,11,16,20,15,17,18,7,11,1,3,23.3145811,121.4586833
14,臺東縣,144519,縣立桃源國中,1,1,1,13,3,10,4,10,6,12,3,7,5,1,2,22.9026384,121.0803706
14,臺東縣,144520,縣立海端國中,1,1,1,2,3,6,4,7,10,5,8,5,8,2,1,23.098988,121.17644
14,臺東縣,144521,縣立綠島國中,1,2,1,7,8,9,5,10,9,5,5,5,10,3,1,22.6730389,121.4702398
15,花蓮縣,151306,私立海星高中附設國中部,3,3,2,26,18,28,33,38,27,32,45,0,0,0,0,24.0086791,121.6131047
15,花蓮縣,151312,私立慈大附中附設國中部,7,7,7,125,129,120,105,113,108,102,78,0,0,0,0,24.0000649,121.5741076
15,花蓮縣,154399,縣立南平中學附設國中部,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7833851,121.4575662
15,花蓮縣,154501,縣立玉里國中,6,6,9,79,84,78,80,81,85,80,89,26,29,3,5,23.335277,121.312934
15,花蓮縣,154502,縣立玉東國中,1,1,2,7,13,14,10,17,18,10,13,9,6,1,4,23.4167908,121.3709591
15,花蓮縣,154503,縣立三民國中,2,2,2,30,10,34,12,26,5,20,18,9,10,2,3,23.4322735,121.3500322
15,花蓮縣,154504,縣立美崙國中,5,6,5,79,42,76,52,85,57,87,58,13,29,4,4,23.9972365,121.6285149
15,花蓮縣,154505,縣立花崗國中,15,16,15,191,175,185,208,202,192,194,201,37,72,3,11,23.9775045,121.6123828
15,花蓮縣,154506,縣立國風國中,18,19,19,265,250,256,255,262,257,259,248,49,93,1,14,23.9781451,121.5957218
15,花蓮縣,154507,縣立秀林國中,3,3,4,36,36,44,38,32,40,32,33,14,15,3,3,24.126051,121.6530032
15,花蓮縣,154508,縣立新城國中,4,4,3,33,35,46,39,36,38,36,39,7,21,2,6,24.030965,121.604834
15,花蓮縣,154509,縣立吉安國中,3,3,3,32,37,30,35,36,34,50,43,10,15,3,5,23.983132,121.561344
15,花蓮縣,154510,縣立宜昌國中,9,9,8,125,111,121,111,120,88,114,109,28,50,4,5,23.9721569,121.58658
15,花蓮縣,154511,縣立壽豐國中,2,2,2,26,21,27,22,21,33,41,28,9,7,2,2,23.8456878,121.5004386
15,花蓮縣,154512,縣立平和國中,2,1,1,14,15,10,6,21,7,15,6,6,12,2,3,23.8856018,121.518801
15,花蓮縣,154513,縣立光復國中,3,3,3,23,34,40,33,30,35,37,38,11,19,2,6,23.6706032,121.424671
15,花蓮縣,154514,縣立富源國中,1,1,1,10,8,7,7,11,7,5,13,6,7,0,3,23.588935,121.383927
15,花蓮縣,154515,縣立鳳林國中,4,3,4,44,40,41,40,45,36,49,45,15,15,1,7,23.7444815,121.4489814
15,花蓮縣,154516,縣立萬榮國中,1,1,1,6,3,6,8,9,4,7,7,6,7,2,1,23.7076013,121.4181176
15,花蓮縣,154517,縣立富里國中,1,1,3,13,10,17,12,18,16,18,24,9,9,1,4,23.1757009,121.248963
15,花蓮縣,154518,縣立富北國中,1,1,1,4,7,14,9,12,9,15,10,7,7,2,2,23.2246835,121.2798008
15,花蓮縣,154519,縣立豐濱國中,1,1,1,6,10,7,6,8,9,14,5,4,9,0,4,23.6014189,121.5215467
15,花蓮縣,154520,縣立瑞穗國中,3,4,4,38,32,39,28,42,34,45,32,15,18,5,5,23.4991399,121.3758499
15,花蓮縣,154521,縣立東里國中,1,1,1,2,7,3,3,8,7,6,7,5,6,0,2,23.2634849,121.302669
15,花蓮縣,154522,縣立自強國中,8,7,8,113,107,97,81,100,87,124,88,25,35,2,7,23.9978564,121.5992803
15,花蓮縣,154523,縣立化仁國中,5,5,5,53,44,68,43,58,39,59,41,18,22,1,7,23.9654969,121.5929914
16,澎湖縣,164501,縣立馬公國中,12,13,14,167,149,144,158,152,146,176,164,46,65,4,8,23.5266867,119.5888429
16,澎湖縣,164502,縣立中正國中,4,3,3,26,34,39,22,24,26,26,18,20,11,0,6,22.6720999,120.5086289
16,澎湖縣,164503,縣立澎南國中,1,1,1,1,6,6,9,11,9,9,13,8,4,1,3,23.5266867,119.5888429
16,澎湖縣,164504,縣立湖西國中,1,2,2,15,13,23,20,17,21,25,20,5,12,2,4,23.584501,119.653832
16,澎湖縣,164505,縣立志清國中,1,1,1,2,3,1,1,2,2,3,2,3,5,0,1,23.5899191,119.6118039
16,澎湖縣,164506,縣立鎮海國中,1,1,1,4,2,6,2,1,3,4,6,3,6,1,0,23.6435994,119.5972689
16,澎湖縣,164507,縣立白沙國中,1,1,1,10,5,5,4,10,4,5,6,6,7,0,1,23.6678483,119.598255
16,澎湖縣,164508,縣立吉貝國中,1,1,1,2,4,6,3,4,1,1,4,5,3,0,1,23.7367073,119.6058084
16,澎湖縣,164509,縣立西嶼國中,1,1,2,7,9,13,10,13,19,19,14,9,6,2,3,23.5999762,119.5105136
16,澎湖縣,164510,縣立望安國中,1,1,1,1,0,3,0,3,1,3,3,3,6,1,0,23.360288,119.4971491
6,臺中市,64533,市立和平國中,2,2,2,5,8,5,10,7,8,4,10,8,12,3,1,25.0196314,121.5491522
6,臺中市,64534,市立北勢國中,6,7,8,82,81,105,72,100,83,88,69,19,33,1,6,24.2252129,120.5691939
6,臺中市,64535,市立鹿寮國中,12,12,11,190,176,193,181,164,176,175,162,21,64,3,6,24.2438043,120.5667501
6,臺中市,64537,市立光榮國中,17,16,18,215,229,217,219,230,263,216,227,48,88,1,12,25.0704534,121.4999178
6,臺中市,64538,市立潭秀國中,12,13,12,176,136,173,169,194,168,165,153,27,66,4,6,24.2161685,120.6995802
6,臺中市,64539,市立順天國中,11,12,11,128,123,166,134,120,127,159,144,30,62,1,8,24.350426,120.6153585
6,臺中市,64540,市立清海國中,2,2,2,8,12,12,11,12,10,12,11,12,7,0,5,24.2767126,120.5540226
6,臺中市,64541,市立大華國中,16,17,19,249,209,243,238,245,258,265,225,34,94,3,9,24.2162867,120.6508118
6,臺中市,64543,市立新光國中,16,17,17,235,214,229,244,236,231,211,212,34,87,3,10,24.1581429,120.7093801
6,臺中市,64544,市立光正國中,8,9,8,107,94,108,105,112,112,96,94,21,42,2,6,24.0962682,120.7181211
6,臺中市,64545,市立豐陽國中,8,8,9,93,94,96,95,101,101,83,95,27,40,1,7,24.2623377,120.7445288
6,臺中市,64546,市立光德國中,14,14,13,196,167,192,176,191,164,196,208,32,72,4,8,24.1058285,120.6415987
6,臺中市,64547,市立立新國中,5,7,6,74,41,80,70,74,56,65,61,21,31,3,5,24.1043277,120.6972183
6,臺中市,64548,市立爽文國中,16,16,16,224,217,252,235,237,239,229,216,40,82,1,11,24.1072573,120.6776851
6,臺中市,64549,市立公明國中,3,3,3,28,32,30,22,27,38,37,41,14,10,3,2,24.2495101,120.5986388
6,臺中市,64551,市立神圳國中,6,6,7,81,67,82,77,86,88,90,74,17,32,3,5,24.2609052,120.6585902
6,臺中市,64552,市立梨山國中(小),2,2,2,8,6,8,12,10,6,11,11,9,9,2,4,24.255672,121.25945
7,彰化縣,71311,私立精誠高中附設國中部,13,13,13,371,287,357,297,358,250,405,246,0,0,0,0,24.0731321,120.5272945
7,彰化縣,71317,私立文興高中附設國中部,7,7,7,177,131,159,122,175,149,188,133,0,0,0,0,23.867111,120.5868495
7,彰化縣,71318,私立正德高中附設國中部,1,1,1,5,0,1,0,3,1,3,3,0,0,0,0,24.0587655,120.5184684
7,彰化縣,74308,縣立彰化藝術高中附設國中部,6,6,6,48,47,47,41,46,41,40,61,0,0,0,0,24.078871,120.554266
7,彰化縣,74313,縣立二林高中附設國中部,8,11,10,92,112,138,120,123,125,150,168,0,0,0,0,23.8901258,120.359044
7,彰化縣,74323,縣立和美高中附設國中部,13,13,13,186,176,196,164,201,167,185,172,0,0,0,0,24.1132428,120.49367
