縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女,lat,lng
20,嘉義市,200401,國立華南高商,41,68,0,0,5,16,42,517,807,148,285,23.4784199,120.4592511
20,嘉義市,200405,國立嘉義高工,151,80,0,0,23,22,92,2007,596,589,227,23.4713743,120.464588
20,嘉義市,200406,國立嘉義高商,43,69,6,9,3,18,44,396,1026,122,323,23.4824119,120.4624409
20,嘉義市,200407,國立嘉義家職,18,82,0,0,5,16,40,212,824,67,284,23.4716168,120.4587285
20,嘉義市,201408,私立東吳工家,43,61,16,19,5,10,78,1172,1430,349,518,23.4688064,120.460471
21,臺南市,210408,國立臺南高商,49,104,0,0,3,19,64,632,1246,171,434,22.9812227,120.2023948
21,臺南市,210416,國立臺南海事,49,45,12,4,11,12,33,629,251,199,71,22.9936178,120.1516513
21,臺南市,211407,私立南英商工,26,37,19,9,7,19,36,611,279,223,90,22.9861239,120.1996235
21,臺南市,211412,私立亞洲餐旅,13,14,7,6,2,4,27,409,269,122,102,22.9749246,120.2029425
21,臺南市,211419,私立慈幼工商,22,17,7,6,11,8,31,674,152,228,57,22.9893311,120.2397489
30,臺北市,311401,臺北市普林思頓高中,22,61,15,22,1,12,48,821,1066,460,691,25.0498769,121.5540993
30,臺北市,323401,市立松山家商,44,117,0,0,7,25,58,632,1170,192,356,25.0350498,121.5806133
30,臺北市,323402,市立松山工農,98,93,10,5,15,29,64,1810,358,511,125,25.039982,121.572258
30,臺北市,331402,私立東方工商,4,5,2,4,0,4,5,23,44,20,35,25.0322561,121.5514468
30,臺北市,331403,私立喬治工商,6,13,1,13,3,6,24,74,211,22,67,25.0259066,121.5545048
30,臺北市,331404,私立開平餐飲,11,21,0,0,1,5,25,507,337,192,120,25.0285456,121.5423269
30,臺北市,333401,市立大安高工,159,122,10,9,24,32,99,2520,436,776,130,25.0320189,121.5430425
30,臺北市,341402,私立稻江護家,11,46,4,12,5,17,36,40,898,0,348,25.0655224,121.5288056
30,臺北市,351402,臺北市開南高中,23,17,0,0,6,16,31,538,169,262,63,25.0424386,121.5218475
30,臺北市,361401,私立稻江高商,16,27,0,0,2,16,27,550,399,105,147,25.0643302,121.5119253
30,臺北市,383401,市立木柵高工,92,85,0,0,17,27,55,1468,247,353,81,24.9968638,121.5726322
30,臺北市,393401,市立南港高工,105,95,0,0,41,21,67,1903,222,509,87,25.0563397,121.6072921
30,臺北市,403401,市立內湖高工,93,84,0,0,13,24,58,1594,259,413,82,25.0794378,121.5753706
30,臺北市,411401,私立華岡藝校,12,20,46,51,2,2,18,152,568,48,170,25.1371929,121.5491247
30,臺北市,413401,市立士林高商,61,142,5,6,13,24,76,823,1405,194,440,25.0945436,121.5160767
30,臺北市,421404,私立惇敘工商,18,11,5,4,5,5,20,437,25,133,11,25.1446525,121.5271635
50,高雄市,521401,私立中華藝校,14,27,47,40,8,17,27,222,627,102,198,22.622051,120.3287805
50,高雄市,533401,市立海青工商,77,96,3,3,18,18,61,922,857,287,276,22.6752655,120.284936
50,高雄市,533402,市立三民家商,48,98,0,0,3,20,54,461,1184,101,367,22.666946,120.3011952
50,高雄市,551402,私立樹德家商,45,118,33,47,9,28,130,1399,2869,429,1003,22.643005,120.32803
50,高雄市,553401,市立高雄高工,138,92,4,4,22,18,81,2185,364,659,139,22.6503468,120.3264388
50,高雄市,563401,市立高雄高商,41,108,2,2,5,17,60,565,1190,126,415,22.625573,120.309023
50,高雄市,581401,私立國際商工,1,3,9,11,0,1,4,37,79,17,25,22.6212347,120.326302
50,高雄市,581402,私立三信家商,30,48,20,30,1,12,76,969,1278,348,354,22.622051,120.3287805
50,高雄市,593401,市立中正高工,105,77,5,5,13,25,71,1711,265,468,78,22.6107875,120.3175699
50,高雄市,610405,國立高餐大附屬餐旅中學,12,29,0,0,5,4,9,81,145,22,56,22.566209,120.371733
71,金門縣,710401,國立金門農工,42,33,0,0,18,15,39,509,365,128,107,24.441624,118.423344
30,臺北市,351B09,私立南華高中進修學校,3,13,0,0,4,9,24,279,269,161,163,25.0156175,121.5311921
30,臺北市,361B09,私立志仁中學進修學校,8,8,0,0,1,6,42,687,699,314,306,25.0522051,121.5188456
1,新北市,011C71,私立光華高商進修學校,4,8,3,7,1,5,15,243,209,89,88,25.0030663,121.4548612
21,臺南市,210C01,國立成功大學附設高工進修學校,19,14,11,4,1,5,24,196,62,47,22,22.9991111,120.2158342
7,彰化縣,070F01,國立和美實驗學校,0,0,0,0,0,0,12,202,164,50,64,24.105286,120.4914278
50,高雄市,543F01,市立楠梓特殊學校,0,0,0,0,0,0,3,0,11,0,0,22.7283615,120.3133528
3,桃園市,031G91,私立宏德高商進修學校,0,0,15,5,0,0,3,104,0,30,0,24.962135,121.214913
7,彰化縣,070G92,國立二林工商進校分校,0,0,0,0,0,0,2,20,0,7,0,23.9011139,120.3774756
11,臺南市,111G91,私立樹德高中進修學校,0,0,12,1,0,0,3,85,0,27,0,22.643005,120.32803
15,花蓮縣,151G91,私立正德高中進修學校,0,0,20,7,0,0,3,65,0,21,0,24.0587655,120.5184684
3,桃園市,03C301,誠正中學桃園分校,0,0,0,0,0,0,11,168,0,2,0,24.8663014,120.980387
4,新竹縣,04C301,誠正中學,0,0,0,0,0,0,14,196,0,13,0,24.8663014,120.980387
7,彰化縣,07C301,誠正中學彰化分校,0,0,0,0,0,0,18,144,50,3,0,23.8768466,120.6077288
12,高雄市,12C301,明陽中學,0,0,0,0,0,0,8,84,1,0,0,22.7612808,120.3726291
4,新竹縣,44320,縣立湖口高中,39,113,0,0,5,10,18,315,296,107,93,24.8906561,121.0529741
5,苗栗縣,50303,國立苗栗高中,36,63,1,4,7,13,42,641,686,200,235,24.5594466,120.816554
5,苗栗縣,50310,國立竹南高中,38,71,11,6,5,20,42,774,675,209,225,24.684093,120.874663
5,苗栗縣,50314,國立卓蘭高中,39,68,0,0,7,18,33,299,524,83,192,24.312708,120.831961
5,苗栗縣,50315,國立苑裡高中,37,53,2,4,5,13,36,475,661,140,201,24.4479426,120.6560924
5,苗栗縣,51302,私立君毅高中,41,63,7,2,13,12,41,785,563,244,189,24.7010062,120.8830877
5,苗栗縣,51305,私立大成高中,9,6,4,7,5,3,25,123,198,62,77,24.6824956,120.9384643
5,苗栗縣,51306,私立建臺高中,28,44,4,4,4,10,20,455,369,200,155,24.5602456,120.8149379
5,苗栗縣,51307,私立全人實驗高中,6,3,5,2,0,2,3,24,10,2,2,24.3058986,120.8622756
5,苗栗縣,54308,縣立三義高中,21,46,0,0,4,5,12,174,191,40,60,24.4090224,120.7655713
5,苗栗縣,54309,縣立苑裡高中,45,86,0,0,9,10,21,252,300,75,101,24.438008,120.663488
5,苗栗縣,54317,縣立興華高中,36,72,0,0,3,12,20,298,296,82,91,24.6858788,120.9363403
5,苗栗縣,54333,縣立大同高中,19,39,0,0,4,5,15,203,239,37,58,22.678426,120.477654
6,臺中市,60322,國立興大附中,55,51,0,3,3,18,42,883,641,291,232,24.1099288,120.682895
6,臺中市,60323,國立中科實驗高級中學,35,48,0,0,4,10,15,251,159,63,67,24.2303236,120.6260535
6,臺中市,61301,財團法人常春藤高中,22,18,23,9,3,13,18,252,238,90,84,24.195178,120.7178368
6,臺中市,61306,私立明台高中,31,51,11,20,16,13,54,630,1047,185,369,24.0614589,120.7031172
6,臺中市,61309,私立致用高中,39,47,27,12,6,16,62,1255,751,405,296,24.3407676,120.6304738
6,臺中市,61310,私立大明高中,43,63,13,12,5,21,41,749,737,295,253,24.116227,120.685708
6,臺中市,61311,私立嘉陽高中,19,19,1,2,4,11,36,694,456,241,206,24.2651602,120.5831409
6,臺中市,61313,私立明道高中,141,211,7,5,12,49,93,2175,2216,697,718,24.1068736,120.6361535
6,臺中市,61314,私立僑泰高中,98,125,8,22,12,27,122,2682,2313,975,869,24.1117897,120.6669624
6,臺中市,61315,私立華盛頓高中,45,51,6,2,2,16,24,568,477,184,161,24.1581869,120.74518
6,臺中市,61316,私立青年高中,49,65,46,56,4,19,67,1251,784,371,234,24.086958,120.693459
6,臺中市,61317,私立弘文高中,62,74,6,2,12,22,35,786,723,264,243,24.2261308,120.704606
6,臺中市,61318,私立立人高中,45,78,7,7,5,23,48,1050,1170,347,384,24.1057001,120.691521
6,臺中市,61319,私立玉山高中,9,8,1,1,2,6,19,181,132,69,53,24.2499848,120.8438855
6,臺中市,61321,私立慈明高中,38,56,0,0,9,28,53,848,900,209,263,24.1052061,120.7272563
6,臺中市,61322,華德福大地實驗學校,5,10,0,0,0,3,3,8,11,5,3,24.1020885,120.6276741
6,臺中市,63303,市立大甲高中,46,70,0,0,12,13,42,643,749,199,263,24.3419225,120.6217338
6,臺中市,63305,市立清水高中,44,57,0,0,3,18,42,671,750,210,268,24.2652825,120.5740941
6,臺中市,63312,市立豐原高中,47,60,4,2,6,15,45,665,839,237,289,24.2558681,120.7414285
6,臺中市,64308,市立后綜高中,54,104,0,0,9,15,30,415,489,120,172,24.3064604,120.7231399
6,臺中市,64324,市立大里高中,41,73,0,0,8,16,24,354,379,129,117,24.0951235,120.6789632
6,臺中市,64328,市立新社高中,42,83,0,0,6,16,27,399,440,120,141,24.2386141,120.806864
6,臺中市,64336,市立長億高中,45,76,0,0,3,13,24,386,377,145,129,24.1138805,120.7210106
6,臺中市,64342,市立中港高中,55,83,0,0,4,15,21,343,347,109,122,24.2442409,120.5419946
6,臺中市,64350,市立龍津高中,37,76,0,0,7,5,18,221,272,70,90,24.204669,120.521466
7,彰化縣,70301,國立彰化女中,36,71,3,16,4,18,45,0,1585,0,580,24.081169,120.543736
7,彰化縣,70304,國立員林高中,53,67,7,5,8,16,51,749,1026,261,376,23.9622852,120.5637442
7,彰化縣,70307,國立彰化高中,76,73,11,6,10,18,63,2134,58,752,33,24.0722391,120.5511591
7,彰化縣,70316,國立鹿港高中,53,61,0,4,9,13,45,757,696,230,231,24.06098,120.4236821
7,彰化縣,70319,國立溪湖高中,48,61,6,8,8,16,45,703,876,211,320,23.9690638,120.4866598
7,彰化縣,71311,私立精誠高中,66,76,2,2,5,15,30,810,601,264,201,24.0731321,120.5272945
7,彰化縣,71317,私立文興高中,32,51,0,0,5,14,17,331,395,128,173,23.867111,120.5868495
7,彰化縣,71318,財團法人正德高中,11,16,10,13,2,8,20,312,355,120,157,24.0587655,120.5184684
7,彰化縣,74308,縣立彰化藝術高中,38,81,0,0,7,11,27,321,386,88,131,24.078871,120.554266
7,彰化縣,74313,縣立二林高中,51,70,0,0,8,4,15,178,194,67,50,23.8901258,120.359044
7,彰化縣,74323,縣立和美高中,50,91,0,0,3,12,21,264,330,100,124,24.1132428,120.49367
7,彰化縣,74328,縣立田中高中,45,66,0,0,7,7,12,150,171,49,52,23.8555119,120.5887042
7,彰化縣,74339,縣立成功高中,46,66,0,0,5,11,15,195,186,66,69,23.9515136,120.4718336
8,南投縣,80302,國立南投高中,65,55,3,3,13,15,45,748,612,224,204,23.91009,120.6803516
8,南投縣,80305,國立中興高中,42,56,5,2,3,17,39,612,588,225,192,23.9505197,120.6951144
8,南投縣,80307,國立竹山高中,44,62,0,0,15,13,42,566,512,162,169,23.7618343,120.6812718
8,南投縣,80308,國立暨大附中,35,61,0,0,7,14,37,404,589,112,182,23.9717773,120.9460392
8,南投縣,81311,私立五育高中,10,11,3,4,6,10,14,188,216,58,88,23.8929479,120.6719347
8,南投縣,81312,私立三育高中,9,6,2,2,0,7,4,47,25,13,12,23.9084174,120.9350563
8,南投縣,81313,私立弘明實驗高中,9,12,8,3,7,12,3,46,48,18,14,23.8576862,120.6972649
8,南投縣,81314,私立普台高中,22,36,4,1,9,10,15,292,231,82,68,23.9942691,120.93693
8,南投縣,84309,縣立旭光高中,58,94,0,0,3,13,21,281,346,118,105,23.9795219,120.6945993
9,雲林縣,90305,國立斗六高中,58,55,2,2,9,15,48,763,771,241,280,23.7133968,120.5454533
9,雲林縣,90306,國立北港高中,29,54,0,2,3,15,32,368,414,107,166,23.577404,120.3044383
9,雲林縣,90315,國立虎尾高中,44,59,0,0,3,18,42,646,705,230,233,23.7098209,120.4420491
9,雲林縣,91307,私立永年高中,14,19,5,5,4,10,7,143,90,69,42,23.6797617,120.3998417
9,雲林縣,91308,私立正心高中,58,62,0,4,10,10,23,567,453,186,202,23.7150432,120.5282857
9,雲林縣,91311,私立文生高中,14,13,0,0,4,5,8,138,113,52,40,23.6326997,120.2265183
9,雲林縣,91312,私立巨人高中,5,10,0,0,1,6,15,152,337,55,148,23.5754753,120.289419
9,雲林縣,91316,私立揚子高中,26,32,3,0,3,5,17,346,243,131,90,23.6966464,120.4231492
9,雲林縣,91318,財團法人義峰高中,15,15,16,20,5,9,26,427,326,186,147,23.7596526,120.5934384
9,雲林縣,91319,福智高中,7,33,0,0,3,3,10,144,158,39,53,23.635984,120.523744
9,雲林縣,91320,雲林縣維多利亞實驗高中,19,13,0,0,3,8,6,61,53,24,21,23.679668,120.5525074
9,雲林縣,94301,縣立斗南高中,41,68,0,0,6,13,18,244,273,106,78,23.6818742,120.4758371
9,雲林縣,94307,縣立麥寮高中,52,70,0,0,5,15,16,240,219,88,64,23.7577527,120.2511462
9,雲林縣,94308,縣立古坑華德福實驗高級中學,15,13,4,2,2,4,4,32,25,4,9,23.6306774,120.6154051
9,雲林縣,94326,縣立蔦松藝術高中,20,33,0,0,4,6,7,45,84,16,17,23.5217265,120.2299138
10,嘉義縣,100301,國立東石高中,61,39,2,0,13,11,38,788,346,277,121,23.4646737,120.2516334
10,嘉義縣,100302,國立新港藝術高中,20,22,0,0,5,8,15,110,149,51,68,23.559895,120.349388
10,嘉義縣,101303,私立同濟高中,7,6,6,2,3,2,5,60,35,36,29,23.604358,120.473369
10,嘉義縣,101304,私立協同高中,47,52,0,0,13,13,22,507,446,166,160,23.5323168,120.4367532
10,嘉義縣,104319,縣立竹崎高中,47,65,0,0,1,10,21,231,248,82,87,23.5211813,120.5530783
10,嘉義縣,104326,縣立永慶高中,40,33,0,0,2,6,18,253,246,58,69,23.46505,120.294687
11,臺南市,110302,國立新豐高中,39,51,1,7,5,16,36,505,540,147,173,22.9718627,120.295809
11,臺南市,110308,國立臺南大學附中,53,67,8,8,12,14,48,790,732,201,269,23.0232218,120.2522672
11,臺南市,110311,國立北門高中,34,42,0,0,8,8,30,480,463,120,137,23.1671481,120.1772896
11,臺南市,110312,國立新營高中,34,57,2,3,7,13,33,424,568,110,230,23.3083164,120.3120353
11,臺南市,110314,國立後壁高中,31,45,6,2,10,12,30,302,300,101,107,23.3558294,120.3587437
11,臺南市,110315,國立善化高中,29,46,0,0,9,10,30,507,433,109,115,23.129921,120.300794
11,臺南市,110317,國立新化高中,39,51,0,2,4,13,36,518,674,160,211,23.039008,120.3104284
11,臺南市,110328,國立南科國際實驗高中,43,65,1,4,5,16,15,235,166,67,62,23.1060327,120.2922443
11,臺南市,111313,私立南光高中,36,39,8,7,5,6,22,502,427,166,164,23.2981915,120.3148321
11,臺南市,111318,私立鳳和高中,0,0,0,0,0,0,0,0,0,14,19,23.2796354,120.326017
11,臺南市,111320,私立港明高中,75,47,10,11,2,11,36,854,668,336,223,23.1189915,120.1952371
11,臺南市,111321,臺南市興國高中,32,44,0,0,1,6,18,407,337,170,145,23.3128662,120.3223801
11,臺南市,111322,私立明達高中,14,8,5,3,3,6,7,125,96,60,56,23.3105731,120.2746819
11,臺南市,111323,私立黎明高中,41,33,10,2,5,8,20,483,396,165,124,23.1733109,120.2471809
11,臺南市,111326,私立新榮高中,6,5,0,0,4,2,8,56,27,40,16,23.2693288,120.3159048
11,臺南市,114306,市立大灣高中,47,112,10,13,3,11,18,393,260,135,93,23.00666,120.2729047
11,臺南市,114307,市立永仁高中,31,71,0,0,4,10,12,169,221,47,58,23.0036078,120.2402968
12,高雄市,120303,國立鳳山高中,49,77,0,0,3,19,54,1202,706,350,298,22.6297556,120.3456278
12,高雄市,120304,國立岡山高中,39,68,0,0,4,15,45,717,694,218,243,22.7974429,120.2904307
12,高雄市,120311,國立旗美高中,19,48,3,3,8,10,27,281,374,76,117,22.8839816,120.4944552
12,高雄市,120319,國立鳳新高中,57,84,15,56,6,16,57,959,990,294,315,22.6137876,120.3424696
12,高雄市,121302,光禾華德福實驗學校,2,4,0,0,3,5,1,3,5,0,0,22.6080409,120.4270968
12,高雄市,121306,財團法人新光高中,4,4,7,8,3,5,14,136,138,56,39,22.6350568,120.3902593
12,高雄市,121307,財團法人普門中學,19,25,12,6,3,10,15,218,143,50,41,22.716617,120.446001
12,高雄市,121318,私立正義高中,8,20,12,7,0,7,9,158,154,72,53,22.6025542,120.3397998
12,高雄市,121320,私立義大國際高中,13,21,8,15,3,6,6,122,89,34,40,22.7283207,120.4055547
12,高雄市,124302,市立文山高中,42,87,0,2,5,12,24,343,389,86,119,22.6484436,120.3535462
12,高雄市,124311,市立林園高中,61,107,0,0,5,15,18,252,281,96,87,22.5137204,120.3945114
12,高雄市,124313,市立仁武高中,59,60,0,0,5,11,21,292,251,76,74,22.7022904,120.3554411
12,高雄市,124322,市立路竹高中,52,93,12,8,4,15,21,322,253,74,88,22.8552779,120.2523546
12,高雄市,124333,市立六龜高中,21,22,0,1,1,5,6,46,49,11,6,22.993343,120.635442
12,高雄市,124340,市立福誠高中,51,102,6,12,7,12,21,357,324,116,100,22.5903176,120.3232778
13,屏東縣,130302,國立屏東女中,42,72,0,0,5,16,48,5,1505,4,520,22.6745474,120.4937461
13,屏東縣,130305,國立屏東高中,67,69,0,0,10,18,57,1732,56,544,20,22.6865723,120.4876483
13,屏東縣,130306,國立潮州高中,39,57,0,0,7,14,42,626,717,187,266,22.5495485,120.5452894
13,屏東縣,130322,國立屏北高中,27,36,0,0,5,11,30,292,469,87,148,22.759382,120.543578
13,屏東縣,131302,屏東縣崇華高中,6,9,0,0,3,4,2,8,10,0,0,22.6805486,120.5471813
13,屏東縣,131307,財團法人屏榮高中,51,56,0,0,7,8,52,950,998,324,328,22.6735412,120.5030639
13,屏東縣,131308,私立陸興高中,13,9,9,5,3,6,7,135,100,61,33,22.674615,120.5005095
13,屏東縣,131311,私立美和高中,27,26,0,0,4,9,18,368,215,132,79,22.6006765,120.5600266
13,屏東縣,134304,縣立大同高中,41,90,0,0,2,10,21,198,437,69,145,22.678426,120.477654
13,屏東縣,134321,縣立枋寮高中,37,64,0,0,6,9,12,135,134,44,60,22.3706155,120.5903571
13,屏東縣,134324,縣立東港高中,61,83,0,0,6,7,21,353,278,119,109,22.4648761,120.4553517
13,屏東縣,134334,縣立來義高中,25,29,0,0,2,6,12,103,65,18,21,22.52572,120.6296972
15,花蓮縣,150302,國立花蓮女中,37,42,8,10,3,13,33,12,1023,3,310,23.9793987,121.6152496
15,花蓮縣,154399,縣立南平中學,2,4,0,0,1,6,2,0,9,0,0,23.7833851,121.4575662
17,基隆市,173306,市立安樂高中,30,56,3,5,2,12,13,195,172,66,55,25.1351392,121.7299807
