lng,lat,店名,地址,電話
121.2180541,24.8684141,桃園龍潭旗艦專櫃,桃園市龍潭區北龍路301號,03-480-1401
121.3666486,25.0583581,林口復興店,桃園市龜山區復興一路148號,03-327-3883
121.3665133,25.0608069,林口長庚店,桃園市龜山區復興街9號B1,03-328-1940
121.3452174,24.9983367,桃園龜山旗艦專櫃,桃園市龜山區自強東路291號1樓,03-320-4895
121.4025118,25.0169848,新莊龍華店,桃園市龜山區萬壽路一段317號,02-8200-0781
121.1545053,24.9083486,楊梅中山北旗艦專櫃,桃園市楊梅區中山北路一段218號,03-4884895
120.7585976,24.3900605,苗栗三義店,苗栗縣三義鄉西湖村下湖5-15號1樓,037-873-430
120.8780827,24.685433,竹南民權店,苗栗縣竹南鎮民權街49號,037-478-791
120.6463281,24.4327597,苑裡介壽店,苗栗縣苑裡鎮房裡里南房63之10號1樓,037-854-198
120.8194257,24.5576087,苗栗中山店,苗栗縣苗栗市中山路600號1樓,037-359-099
120.8160816,24.5523192,苗栗光復店,苗栗縣苗栗市光復路11號,03-732-9096
120.8176455,24.5737588,苗栗家樂福中心店,苗栗縣苗栗市國華路599號1樓,037-378-778
120.9144204,24.6929127,苗栗頭份店,苗栗縣頭份市中華路1335號1樓,037-685-299
120.9034301,24.6867492,頭份大潤發店,苗栗縣頭份市自強路230號1樓,037-681-709
120.9144204,24.6929127,苗栗頭份旗艦專櫃,苗栗縣頭份市頭份市中華路1335號1樓,037-685-299
120.9034301,24.6867492,頭份大潤發店,苗栗縣頭份市頭份市自強路230號1樓,037-681-709
120.6842007,24.1385128,台中中正店,台中市中區台灣大道一段36號,04-2223-4481
120.6847172,24.1522757,台中中友店,台中市北區三民路3段161號A棟B3,04-2225-9169
120.6723394,24.1708553,台中新大雅旗艦專櫃,台中市北區中清路一段786號,04-2293-9110
120.6853774,24.1478004,台中尊賢店,台中市北區太平路22號,04-2223-8845
120.6815813,24.1551937,台中學士店,台中市北區學士路83號,04-2201-6826
120.6909798,24.1769464,台中崇德旗艦專櫃,台中市北區崇德路1段298號,04-2237-5575
120.6719347,24.1633337,台中大潤發店,台中市北區忠明路499號,04-2207-1636
120.6664254,24.1566931,台中館前店,台中市北區館前路1號2樓,04-2322-7795
120.663084,24.1877376,台中中清旗艦專櫃,台中市北屯區中清路二段896號,04-2425-5690
120.7010321,24.1792842,台中北屯旗艦專櫃,台中市北屯區北屯路432之1號,04-2249-1960
120.6860296,24.187394,台中崇德二旗艦專櫃,台中市北屯區崇德路3段191號1樓,04-2422-6045
120.6810672,24.1728616,台中文心五旗艦專櫃,台中市北屯區文心路4段341號,04-2246-6945
120.7189424,24.1751484,台中軍功旗艦專櫃,台中市北屯區軍功路1段611號,04-2436-3747
120.6581516,24.1171892,台中復興二店,台中市南區復興路2段6-1號1樓,04-2261-0232
120.6784201,24.1324014,台中復興店,台中市南區復興路3段318號,04-2225-3255
120.6685188,24.1286062,台中復興三旗艦專櫃,台中市南區復興路3段41號,04-2261-2036
120.6489295,24.1402481,台中五權西旗艦專櫃,台中市南屯區五權西路2段250號1樓,04-2473-0388
120.6325062,24.145049,台中五權西二旗艦專櫃,台中市南屯區五權西路2段961號,04-2389-0432
120.646174,24.1352248,台中文心南旗艦專櫃,台中市南屯區文心南路61號,04-2473-1093
120.6461625,24.154068,文心家樂福中心店,台中市南屯區文心路1段521號B1,04-2251-8939
120.6354561,24.150767,台中黎明二店,台中市南屯區黎明路二段386號,04-2251-0298
120.6467381,24.2221076,大雅中清南店,台中市台中市大雅區中清路3段1095號,04-2560-3891
120.6639408,24.15514,中港四店,台中市台中市西區台灣大道二段412號B1,04-2323-4079
120.6153935,24.1835679,台中中港六店,台中市台中市西屯區台灣大道四段1058號,04-2460-8339
120.7116034,24.3303631,泰安服務區店,台中市后里區安眉路113號泰安服務區南站泰安商場2樓,
120.6173858,24.3503885,大甲經國旗艦專櫃,台中市大甲區經國路502號1樓,04-2680-0681
120.6940323,24.0895486,大里中興旗艦專櫃,台中市大里區中興路1段175號1樓,04-2493-3162
120.6813379,24.1035038,大里國光旗艦專櫃,台中市大里區國光路2段177號1樓,04-2406-2052
120.6797043,24.1155233,大里大買家店,台中市大里區國光路2段710號2樓,04-2481-9606
120.6467381,24.2221076,大雅中清南旗艦專櫃,台中市大雅區中清路3段1095號,04-2560-3891
120.7191862,24.148812,太平中山店,台中市太平區中山路三段45號,04-2275-0391
120.7170363,24.1280168,太平中興店,台中市太平區中興路43號1樓,04-2270-6250
120.824428,24.257963,東勢中正旗艦專櫃,台中市東勢區中正路350號1樓,04-2577-2512
120.6877477,24.1357726,台中新時代1F B1店,台中市東區復興路4段186號1樓B1,04-2226-0839
120.709713,24.1496016,台中精武東旗艦專櫃,台中市東區精武東路109號,04-2215-2208
120.5652956,24.2425191,沙鹿光華店,台中市沙鹿區光華路338號B1,04-2663-1055
120.5587329,24.2350184,沙鹿沙田店,台中市沙鹿區沙田路107號1樓,04-2662-9502
120.5696675,24.2741576,清水中華旗艦專櫃,台中市清水區中華路459號,04-2626-3190
120.7051527,24.2121527,潭子中山店,台中市潭子區中山路2段343號1樓,04-2531-8737
120.6388086,24.1082625,台中烏日店,台中市烏日區中山路1段346號1樓,04-2336-5126
120.6241581,24.1040552,烏日新興旗艦專櫃店,台中市烏日區新興路253號,
120.6156492,24.1121801,台中高鐵店,台中市烏日區站區二路8號2樓,04-3600-3332
120.6860347,24.2465336,神岡中山店,台中市神岡區中山路501號,04-2561-3113
120.6639408,24.15514,中港四店,台中市西區台灣大道二段412號B1,04-2323-4079
120.6435275,24.1709346,台中河南店,台中市西屯區上石里河南路2段466號1樓,04-2701-3280
120.6446118,24.1642486,台中大遠百店,台中市西屯區台灣大道三段251號12樓,04-2251-7661
120.6437082,24.1652571,台中新三越店,台中市西屯區台灣大道三段301號12樓,04-2258-1365
120.6153935,24.1835679,台中中港六旗艦專櫃,台中市西屯區台灣大道四段1058號,04-2460-8339
120.623477,24.1794099,中港二旗艦專櫃,台中市西屯區台灣大道四段620號,04-2463-4530
120.6465315,24.1577573,台中文心二旗艦專櫃,台中市西屯區文心路2段57號1樓,04-2258-0809
120.6548842,24.1689266,台中文心六旗艦專櫃,台中市西屯區文心路三段119號,04-2315-0560
120.6208945,24.1841652,台中永福店,台中市西屯區永福路116號1樓,04-2463-0222
120.6381276,24.1640826,台中老虎城店,台中市西屯區河南路3段120號3F,04-2259-8123
120.6452539,24.1790234,台中逢甲店,台中市西屯區福星路427號1樓,04-2451-3592
120.7198063,24.2518177,豐原和平店,台中市豐原區中正路138號,04-2522-5129
120.7084131,24.2500572,豐原中正二旗艦專櫃,台中市豐原區中正路569號,04-2512-3485
120.7206809,24.2509886,豐原太平洋店,台中市豐原區復興路2號B2,04-2525-4528
120.7345013,24.2567943,豐原愛買店,台中市豐原區水源路420號1樓,04-2513-2229
120.7475379,24.2549127,豐原愛買店,台中市豐原區水源路號1樓,04-2513-2229
120.7215586,24.2395093,豐原田心店,台中市豐原區田心路2段201號,04-2524-9833
120.696349,24.0553623,霧峰林森旗艦專櫃,台中市霧峰區林森路38號1樓,04-2330-3499
120.5842002,24.1819251,台中新興店,台中市龍井區遊園南路185號1樓,04-2631-5127
120.3796465,23.8996621,二林斗苑店,彰化縣二林鎮斗苑路4段376號,04-895-6191
120.5188714,23.8750522,北斗中山店,彰化縣北斗鎮中山路二段102號,04-878-0155
120.5049164,24.1058612,彰化和美店,彰化縣和美鎮彰美路5段2號1樓,04-756-9020
120.5818699,23.9607137,員林三民店,彰化縣員林市三民東街329號,04-834-5526
120.570495,23.9604952,員林中山店,彰化縣員林市中山路2段43號,04-833-7315
120.5655383,23.9494644,員林中山二店,彰化縣員林市中山路一段330號,
120.5818699,23.9607137,員林三民店,彰化縣員林市員林市三民東街329號,04-834-5526
120.570495,23.9604952,員林中山店,彰化縣員林市員林市中山路2段43號,04-833-7315
120.536733,24.0634557,彰化中山二旗艦專櫃,彰化縣彰化市中山路一段478號,04-711-9925
120.5395019,24.0817933,彰化中正店,彰化縣彰化市中正路1段566號1樓,04-723-6166
120.5382924,24.0728907,彰化曉陽旗艦專櫃,彰化縣彰化市曉陽路156號1-2樓,04-728-9247
120.5478884,24.0961778,彰化金馬旗艦專櫃,彰化縣彰化市金馬路2段55號1樓,04-735-9944
120.5423964,24.0945919,彰化家樂福店,彰化縣彰化市金馬路二段321號B1F,047-355-192
120.4853285,23.9568636,彰化溪湖旗艦專櫃,彰化縣溪湖鎮員鹿路二段430號,048-857-100
120.5831638,23.8594503,田中中正店,彰化縣田中鎮中正路376號,04-875-7282
120.5188714,23.8750522,北斗中山旗艦專櫃,彰化縣田尾鄉北斗鎮中山路二段102號,04-878-0155
120.5424448,24.0227683,花壇中山旗艦專櫃,彰化縣花壇鄉花壇村中山路1段345號,04-787-0470
120.4385311,24.059498,鹿港中正旗艦專櫃,彰化縣鹿港鎮中正路415號1樓,04-777-2471
120.6775631,23.9133865,南投南崗旗艦專櫃,南投縣南投市南崗二路313號1樓,049-222-1238
120.7052018,23.8357942,名間彰南店,南投縣名間鄉濁水村彰南路1-7號,049-273-8208
120.9567212,23.9708519,埔里信義旗艦專櫃,南投縣埔里鎮信義路1037號1樓,049-2918-438
120.6784488,23.7565899,竹山大明店,南投縣竹山鎮大明路630號,049-266-1922
120.6844204,23.979081,草屯中正店,南投縣草屯鎮中正路654號1樓,049-230-1977
120.2996978,23.5701345,北港華勝店,雲林縣北港鎮華南路60號,05-783-5940
120.5418179,23.7114765,斗六民生店,雲林縣斗六市民生路156-1號1樓,05-536-2041
120.5314723,23.7029583,斗六雲林旗艦專櫃,雲林縣斗六市雲林路2段241號,05-534-0250
120.4763346,23.672263,斗南延平店,雲林縣斗南鎮延平路2段455號,05-595-2608
120.434665,23.7096419,虎尾新興店,雲林縣虎尾鎮新興路88號1樓,05-631-4141
120.4586942,23.4562368,嘉義吳鳳南店,嘉義市東區吳鳳南路310、312號,05-239-6525
120.4515729,23.4954315,嘉義忠孝店,嘉義市東區忠孝路491號1樓,05-275-9451
120.448079,23.479917,嘉義中山旗艦專櫃,嘉義市西區中山路318號,05-225-1676
120.4418229,23.4779593,嘉義中山二店,嘉義市西區中山路619-12號,05-225-5448
120.4295723,23.4801934,嘉義北港旗艦專櫃,嘉義市西區北港路253號,05-234-1953
120.4311895,23.471311,嘉義家樂福店,嘉義市西區博愛路2段461號B1,05-236-6148
120.4480803,23.4739242,嘉義垂楊店,嘉義市西區垂楊路468號,05-225-5355
120.4586942,23.4562368,嘉義吳鳳南店,嘉義市西區東區吳鳳南路310、312號,05-239-6525
120.4515735,23.495425,嘉義忠孝店,嘉義市西區東區忠孝路491號1樓,05-275-9451
120.2960907,23.4595345,嘉義太保旗艦專櫃,嘉義縣太保市嘉朴東路一段18號,05-362-1562
120.2413544,23.4623454,朴子文化店,嘉義縣朴子市文化南路45號,05-379-0390
120.434254,23.554972,嘉義民雄旗艦專櫃,嘉義縣民雄鄉東榮村建國路一段18號,05-226-1726
120.2105246,22.9814311,台南健康店,台南市中西區健康路1段48號1樓,06-214-6072
120.2095867,22.9947618,台南民族店,台南市中西區西華南街65號,06-224-0686
120.1988646,22.9929109,台南西門店,台南市中西區西門路2段96號,06-220-0828
120.1982502,22.9868032,台南三越二店,台南市中西區西門路一段658號6樓,06-303-0050
120.2527603,22.9735066,台南仁德店,台南市仁德區中正路三段58號,06-270-0665
120.2243862,22.9225053,仁德二仁店,台南市仁德區二仁路1段120號,06-266-3621
120.178121,23.1604752,台南佳里店,台南市佳里區延平路259號,06-721-4411
120.2067442,23.0072461,台南西門二店,台南市北區西門路4段66號,06-281-6885
120.1910589,22.9742759,台南金華店,台南市南區金華路1段532號1樓,06-263-5618
120.2925241,23.1284063,善化光復店,台南市善化區光復路55號,06-581-2033
120.2034877,23.0418593,台南北安店,台南市安南區北安路三段132號,06-246-9146
120.1918713,23.0239502,台南海佃店,台南市安南區海佃路1段152號,06-250-1613
120.1861544,22.9957857,台南中華二店,台南市安平區中華西路2段491號1樓,06-298-1075
120.2916974,23.0677267,台南新市店,台南市新市區中山路213號,06-599-0108
120.3116573,23.3192624,新營家樂福店,台南市新營區健康路251號,06-657-1158
120.2953442,23.3058204,台南新營店,台南市新營區復興路689號1樓,06-656-8755
120.2242794,22.9756336,台南文化店,台南市東區中華東路3段260號,06-335-5238
120.2141051,22.9963498,台南遠百二店,台南市東區前鋒路210號B2,06-208-5523
120.2213697,22.9958587,台南大學店,台南市東區大學路26號,06-237-3472
120.2277828,22.982516,台南東門店,台南市東區東門路2段353號1樓,06-209-1322
120.2424441,22.9897924,台南裕農店,台南市東區裕農路855號,06-2003856
120.2912385,22.96694,台南歸仁店,台南市歸仁區中山路2段131號,06-330-8226
120.2547041,23.0247674,永康中山店,台南市永康區中山南路998號1樓,06-203-8513
120.2395371,23.0412876,永康中正北店,台南市永康區中正北路56之1號,06-243-3621
120.2355291,23.0037104,台南中華店,台南市永康區中華路162號1樓,06-312-8100
120.2588873,23.0003256,永康大灣店,台南市永康區大灣路796號1樓,06-273-5192
120.2456512,23.1837788,台南麻豆店,台南市麻豆區中山路84號1樓,06-571-7133
120.3207281,22.6399887,高雄九如二店,高雄市三民區九如一路780號,07-387-5023
120.3081656,22.6449552,高雄十全店,高雄市三民區十全一路197號,07-311-5863
120.3189517,22.6530014,鼎山家樂福-DKR店,高雄市三民區大順二路849號1樓,07-380-2891
120.318843,22.6679322,高雄天祥店,高雄市三民區天祥一路150號,07-342-0067
120.301727,22.637663,高雄建國三店,高雄市三民區建國三路15-1號,07-285-6856
120.3027253,22.6393578,高雄站前店,高雄市三民區建國二路318號2樓,07-235-7408
120.3137522,22.6601449,高雄明誠店,高雄市三民區明誠二路50號,07-359-3336
120.3461303,22.6425624,高雄新澄清店,高雄市三民區本揚里24鄰澄清路550號,07-777-8077
120.3196712,22.648595,高雄建工店,高雄市三民區灣中里25鄰建工路732號,07-395-2101
120.3412332,22.6390314,高雄陽明店,高雄市三民區陽明路67號1樓,07-387-1408
120.352142,22.6869155,仁武鳳仁店,高雄市仁武區鳳仁路95之25號,07-3753358
120.2960169,22.6194508,高雄漢神店,高雄市前金區成功一路266之1號B3,07-215-6313
120.2862043,22.6336478,高雄家樂福店,高雄市前金區河東路356號1樓,07-201-0833
120.3163896,22.6088861,高雄一心店,高雄市前鎮區一心一路374號1樓,07-336-1831
120.3067353,22.6144066,高雄三越店,高雄市前鎮區三多三路213號B2,07-537-7636
120.3069499,22.5953346,高雄夢時代店,高雄市前鎮區中華五路789號B1,07-823-3500
120.3296049,22.6054819,高雄瑞隆店,高雄市前鎮區瑞隆路432號1樓,07-716-5171
120.3841767,22.6184104,高雄鳳林店,高雄市大寮區鳳林四路238號1樓,07-781-7213
120.4063463,22.7301488,高雄義大店,高雄市大樹區學城路1段12號C棟3樓,07-656-9077
120.3502842,22.569308,高雄沿海店,高雄市小港區沿海一路57號,07-806-8961
120.2984374,22.7959302,岡山中山店,高雄市岡山區中山北路89號,07-624-0181
120.290785,22.7946392,岡山壽天店,高雄市岡山區壽天路122之1號,07-6215364
120.3023717,22.6697552,高雄漢神二店,高雄市左營區博愛二路777號B1,07-552-7739
120.2881506,22.6822692,高雄左營店,高雄市左營區左營大路81號,07-585-1033
120.3033426,22.6605239,高雄新博愛店,高雄市左營區新上里博愛二路226號,07-550-8540
120.3049027,22.6741442,高雄博愛二店,高雄市左營區新光里14鄰博愛三路225號,07-346-1756
120.3199889,22.6824149,高雄民族店,高雄市左營區民族路一段1026號,07-310-2236
120.3095544,22.6882688,左營三越店,高雄市左營區高鐵路115號3樓,07-341-6312
120.3021506,22.6237085,高雄五福店,高雄市新興區五福二路258號,07-216-5370
120.4854889,22.8843137,高雄旗山店,高雄市旗山區中華路636號1樓,07-662-4138
120.3936944,22.500459,高雄林園店,高雄市林園區沿海路2段300號,07-643-9611
120.326581,22.7271172,高雄楠梓店,高雄市楠梓區建楠路160號,07-354-1273
120.3107774,22.7188164,高雄後勁店,高雄市楠梓區後昌路109號1樓,07-363-9893
120.2930436,22.7099094,高雄右昌店,高雄市楠梓區軍校路796號1樓,07-364-5217
120.3140217,22.7494385,橋頭成功南店,高雄市橋頭區成功南路281號,07-6121117
120.3041816,22.6131179,高雄大遠百店,高雄市苓雅區三多四路21號B1,07-339-2163
120.3154252,22.6280753,高雄文化店,高雄市苓雅區尚義街1號,07-225-7723
120.3255281,22.6329395,高雄建國二店,高雄市苓雅區建國一路306號1樓,07-222-4512
120.2615197,22.8539201,高雄路竹店,高雄市路竹區竹南村中山路1199號,07-697-8613
120.3638982,22.6596457,高雄鳥松店,高雄市鳥松區中正路251號,07-732-1390
120.3556561,22.6494007,高雄長庚店,高雄市鳥松區大埤路123號B1,07-733-2366
120.357301,22.623301,高雄鳳山店,高雄市鳳山區中山路179號,07-746-6267
120.3622568,22.6255696,鳳山光遠店,高雄市鳳山區光遠路262之1號,07-743-1787
120.356514,22.6366804,鳳山建國店,高雄市鳳山區建國路3段2號,07-776-2930
120.3589572,22.5858616,鳳山鳳頂店,高雄市鳳山區鳳頂路50號,07-791-2361
120.2848319,22.6252187,高雄新大勇店,高雄市鹽埕區大勇路120號,07-521-6955
120.3030261,22.6643302,高雄博愛店,高雄市鼓山區博愛二路363號,07-555-5219
120.2879049,22.6541981,高雄美術東二店,高雄市鼓山區美術東二路157159號1~2樓,07-5227513
120.4898241,22.6742434,屏東太平洋店,屏東縣屏東市中正路72號,08-766-3649
120.4979963,22.6828726,屏東家樂福店,屏東縣屏東市仁愛路188號2樓,08-736-9531
120.4935387,22.6732274,屏東環球店,屏東縣屏東市仁愛路90號5樓,08-732-2448
120.4896006,22.6837718,屏東自由店,屏東縣屏東市北勢里3鄰自由路498之3號,08-734-9866
120.4879617,22.6642006,屏東復興店,屏東縣屏東市復興路220號,08-7515392
120.509635,22.6607083,屏東民生店,屏東縣屏東市民生路3之10號,08-721-2190
120.794445,21.9459699,屏東墾丁店,屏東縣恆春鎮墾丁路342號,08-886-1165
120.7404707,22.0078478,恆春恆公店,屏東縣恆春鎮恆公路950號,08-8893606
120.4536349,22.4654282,屏東東港店,屏東縣東港鎮中山路2-39號,08-832-5925
120.5383872,22.5487098,屏東潮州店,屏東縣潮州鎮新生路58號1樓,08-780-5438
121.7702308,24.7036885,宜蘭五結店,宜蘭縣五結鄉二結村中正路3段45號,03-965-0060
121.7580824,24.7566293,宜蘭新興店,宜蘭縣宜蘭市宜興路1段263號,03-935-6316
121.7516703,24.754282,宜蘭新月廣場店,宜蘭縣宜蘭市神農路2段135號,03-931-5755
121.7701707,24.8224462,宜蘭礁溪店,宜蘭縣礁溪鄉礁溪路4段158號,03-987-1338
121.7683083,24.6778905,羅東興東店,宜蘭縣羅東鎮興東路73號,03-955-1067
121.8269943,24.8593643,頭城青海店,宜蘭縣頭城鎮青雲路三段300號,03-9770028
121.5870192,23.9738486,花蓮吉安店,花蓮縣吉安鄉宜昌村中華路2段11之1號1樓,03-854-3159
121.6015688,23.9867823,花蓮中山二店,花蓮縣花蓮市中山路549之6號,03-8312-058
121.6100667,23.9792097,花蓮中正店,花蓮縣花蓮市中正路625號,03-836-2140
121.5997978,23.9783581,花蓮愛買店,花蓮縣花蓮市和平路581號B1F,03-835-2721
119.5674147,23.565673,馬公中正店,澎湖縣馬公市光明路30號1樓,06-926-0716
121.1448522,22.7552484,台東農會,台東縣台東市新生路191號,08-932-7333
121.1381982,22.7442482,台東中華旗艦專櫃,台東縣台東市中華路2段201號1樓,089-343-828